Institution,Country,Latitude,Longitude
NICTA,Australia,,
"Bar Ilan University, Technion",Israel,32.7767783,35.0231271
Research Network Data Science - University of Vienna,Austria,48.21318549999999,16.3600504
Mila - Quebec AI Institute,Canada,45.5307147,-73.6135931
Modl.ai,NA,,
National Institutes of Health,United States,37.09024,-95.712891
University of Southern Queensland,Australia,-27.6045414,151.9302108
University of Georgia,United States,33.9566656,-83.375192
University of Maryland College Park,United States,38.9869183,-76.9425543
"Sharif University of Technology, Sharif University of Technology",Iran,35.7036491,51.3517033
TomTom,Netherlands,52.132633,5.291265999999999
The First Affiliated Hospital of University of Science and Technology of China,China,35.86166,104.195397
ALLRIDE.AI,NA,,
Skywork AI,NA,,
Bloomberg AI,United States,37.09024,-95.712891
University Paris-Saclay,France,48.7098718,2.1666978
"University at Albany, State University of New York",United States,42.6850273,-73.8247903
iWudao,NA,,
"Great Bay University, China",China,35.86166,104.195397
"Acoustics Research Institute, Austrian Academy of Sciences",Austria,48.20889769999999,16.3770558
Leidos Inc,United States,37.09024,-95.712891
Centre de coopération internationale en recherche agronomique pour le développement,France,46.227638,2.213749
"AI Business, Alibaba Group",China,35.86166,104.195397
"School of mathematical Science, Peking University, Peking University",China,39.904211,116.407395
Bayerische Julius-Maximilians-Universität Würzburg,Germany,49.7881814,9.93526
University of Tokyo,Japan,35.7138151,139.7627372
TSE,Japan,36.204824,138.252924
"Birla Institute of Technology and Science, Pilani",India,28.3591259,75.58816379999999
Macquarie University,Australia,-33.77382370000001,151.1126498
Huawei Technologies Ltd.,China,35.86166,104.195397
"Rutgers University, New Brunswick",United States,40.5008405,-74.44741739999999
"Electrical Engineering & Computer Science Department, University of California, Berkeley",United States,37.87015100000001,-122.2594606
Albert Einstein College of Medicine,United States,40.8504961,-73.8459022
kaist,South Korea,36.3721427,127.36039
Duke University,United States,36.0014258,-78.9382286
Shanghai jiaotong University,China,31.0252201,121.4337784
Teraflop AI,NA,,
Sorbonne Université,France,48.8468998,2.3554958
Shanghai AI Laboratory,China,31.230416,121.473701
Picsart,Armenia,40.069099,45.038189
Politecnico di Torino,Italy,45.0632841,7.660124700000001
Carnegie Mellon University,United States,40.4432027,-79.9428499
eBay Inc.,United States,37.09024,-95.712891
"Sorbonne Université, LPSM",France,48.8468998,2.3554958
Chung-Ang University,South Korea,37.5045563,126.9569379
"Dexcom, Inc.",United States,37.09024,-95.712891
University of Peloponnese,Greece,37.5272455,22.3718141
Microsoft Research AI,USA,37.09024,-95.712891
"School of EECS, Peking University",China,39.990709,116.31476
"Hebrew University of Jerusalem, Technion",Israel,31.768319,35.21371
Shenzhen Insitute of Information Technology,China,22.5428599,114.05956
"Mila, Université de Montréal",Canada,45.5018869,-73.56739189999999
"SIGS, Tsinghua University",China,39.9996674,116.3264439
"Indian Statistical Institute, Kolkata",India,22.6486824,88.37689139999999
Bocconi University,Italy,45.4485736,9.189945
Kalinga Institute of Industrial Technology (KIIT) Bhubaneswar India,India,20.3555466,85.8161009
"Fudan University, China",China,31.2974197,121.5036178
Sber,Russia,,
"Peng Cheng Laboratory, Shenzhen, China",China,22.5735938,113.9445153
Hebei University of Science and Technology,China,38.0359899,114.46979
VU Amsterdam,Netherlands,52.3337568,4.8657199
"Ho Chi Minh city University of Science, Vietnam National University",Vietnam,10.7628356,106.6824824
"University of Maryland, Baltimore",United States,39.2892118,-76.6236815
Meituan Group,China,35.86166,104.195397
Gretel.ai,NA,,
College de France,France,48.84897489999999,2.3451788
Johann Wolfgang Goethe Universität Frankfurt am Main,Germany,50.1270675,8.6677635
Lund University,Sweden,55.7119483,13.203493
IBM Research AI,USA,37.09024,-95.712891
"the University of Hong Kong, University of Hong Kong",China,22.2830891,114.1365621
Reality Defender,NA,,
Chonbuk National University,South Korea,35.8468171,127.1299221
Ecole Normale Supérieure,France,48.8418769,2.3451397
Swansea University,Wales,52.1306607,-3.7837117
"Max Planck Institute for Intelligent Systems, Max-Planck Institute",Germany,48.7468939,9.0805141
Electrical Engineering & Computer Science Department,NA,,
Guangming Lab,China,22.7489399,113.93588
Johns Hopkins University School of Medicine,United States,39.2992161,-76.5933799
LG Electronics,South Korea,35.907757,127.766922
"CS Department, TU Dortmund University, Germany, TU Dortmund",Germany,51.4894786,7.4146594
", Brown University",United States,41.8267718,-71.4025482
​F. Hoffmann-La Roche Ltd,Switzerland,46.818188,8.227511999999999
University of Technology Sydney,Australia,-33.8836537,151.2006119
Bytedance Inc,China,35.86166,104.195397
Gauss Labs,Germany,51.165691,10.451526
"Boston University, Boston University",United States,42.3504997,-71.1053991
Northeastern University,United States,42.339904,-71.0898892
"Noah's Ark Lab, Huawei Technologies Ltd.",China,35.86166,104.195397
VIB-Neuroelectronics Research Flanders,Belgium,50.8674262,4.678090699999999
BigHat Biosciences,USA,37.54546879999999,-122.3230193
"UCLA Computer Science Department, University of California, Los Angeles",United States,34.0692977,-118.4445525
"Department of Computer Science and Technology, Tsinghua University",China,40.001369,116.333823
University of New Hampshire,United States,43.138948,-70.9370252
Descript Inc.,USA,37.7777464,-122.4226543
"Technion - Israel Institute of Technology, Technion",Israel,32.7767783,35.0231271
Telecom Paris,France,48.8575475,2.3513765
IOCB Prague,Czechia,50.1056588,14.3913991
"Centre for Frontier AI Research (CFAR), A*STAR",Singapore,1.352083,103.819836
University of Virginia,United States,38.0335529,-78.5079772
"INF (Shanghai) Technology Co., LTD",China,31.230416,121.473701
Hangzhou Dianzi University,China,30.286825,120.140528
Google Brain,USA,37.09024,-95.712891
INF Tech,NA,,
Biomap,NA,,
Institut des systèmes intelligents et robotique (ISIR) - Sorbonne Université,France,48.8468998,2.3554958
University of Missouri - Columbia,United States,38.9403808,-92.32773750000001
University of Texas at San Antonio,United States,29.5830733,-98.61987789999999
Tokyo Institute of Technology,Japan,35.6060836,139.6828511
hunan university,China,28.178915,112.94395
for.ai,NA,,
Universität Bremen,Germany,53.1065412,8.8553306
Cluster Metaverse Lab,NA,,
Netflix,United States,37.09024,-95.712891
University of Warwick,United Kingdom,52.3792525,-1.5614704
Hasso Plattner Institute,Germany,52.3939965,13.1333657
Amazon.com,United States,37.09024,-95.712891
ETH Zürich,Switzerland,47.3768866,8.541694
Google Zurich,Switzerland,47.3768866,8.541694
College of William and Mary,United States,37.2709753,-76.7162467
Massachusetts Institute of Technology,United States,42.360091,-71.09416
National Taiwan University,Taiwan,25.0173405,121.5397518
State University of New York at Stony Brook,United States,40.90413849999999,-73.1237618
Criteo,France,48.87898730000001,2.3316116
Zhejiang University,China,30.30868439999999,120.0864995
Prowler.io,NA,,
SUN YAT-SEN UNIVERSITY,China,23.0965384,113.298883
"ByteDance, Inc.",China,35.86166,104.195397
inspir.ai,NA,,
University of Glasgow,Scotland,55.86167039999999,-4.2583345
"University of Texas, Arlington",United States,32.7292117,-97.11519709999999
Amazon Alexa,USA,,
OPPO,China,35.86166,104.195397
Tencent Machine Learning,China,35.86166,104.195397
Durham University,United Kingdom,54.7649859,-1.5782029
King Abdulaziz City for Science and Technology,Saudi Arabia,24.7170037,46.6432971
"UCLA, University of California, Los Angeles",United States,34.0699182,-118.4438495
Cohere For AI,NA,,
"Electrical Engineering Department, Technion – Israel Institute of Technology, Technion - Israel Institute of Technology",Israel,32.7767783,35.0231271
Observatoire de Paris,France,48.8364867,2.3366319
Sberbank,Russia,,
BreezeML,NA,,
University of Western Australia,Australia,-31.9789061,115.8180721
Université Rennes I,France,48.0907278,-1.6520734
BITS Pilani,India,28.3591259,75.58816379999999
University of Calgary,Canada,51.04473309999999,-114.0718831
Weierstrass Institute for Applied Analysis and Stochastics,Germany,52.5126386,13.3962948
Qraft Technologies,NA,37.5250221,126.9258536
Ecole Polytechnique Federale Lausanne,Switzerland,46.5190557,6.5667576
"University of Sydney, Australia",Australia,-33.8688197,151.2092955
Beijing University,China,39.986913,116.3058739
Horizon Robotics,China,35.86166,104.195397
AWS,United States,37.09024,-95.712891
Peking University,China,39.904211,116.407395
Chiba University,Japan,35.6277755,140.1031276
University of Texas at Austin,United States,30.2894713,-97.7367917
"Indian Institute of Technology, Kanpur, Dhirubhai Ambani Institute Of Information and Communication Technology",India,26.449923,80.3318736
HEC Paris,France,48.7570776,2.1687971
Meitu inc,China,35.86166,104.195397
Adobe,United States,37.09024,-95.712891
Institute of High Performance Computing,Singapore,1.2918134,103.7930466
"The Chinese University of Hong Kong, The Chinese University of Hong Kong",Hong Kong,22.419625,114.2067606
Kyushu Institute of Technology,Japan,33.8924451,130.8402662
University of Freiburg,Germany,47.9935441,7.845949599999999
Cerence GmbH,Germany,50.79072,6.11902
University of Liverpool,United Kingdom,53.40478239999999,-2.965299
University of Idaho,United States,46.7288124,-117.0126084
Samsung Research America AI center,USA,37.09024,-95.712891
Harvard T.H. Chan School of Public Health,United States,42.3354472,-71.10245259999999
Rain,South Korea,35.907757,127.766922
Emotionhelper,NA,,
xiaohongshu,China,35.86166,104.195397
"University of Oxford, University of Oxford",United Kingdom,51.75704289999999,-1.2545179
University of North Texas,United States,33.207488,-97.1525862
Spring Hill College,United States,30.6919256,-88.13573439999999
", North Carolina State University",United States,35.7850744,-78.6812824
USC/ISI,United States,33.9802254,-118.4400761
"CISPA, saarland university, saarland informatics campus",Germany,49.2571562,7.0448045
"Weierstrass Institute for Applied Analysis and Stochastics, Berlin",Germany,52.5126386,13.3962948
Hebrew University of Jerusalem,Israel,31.7945578,35.2414009
Tencent PCG,China,35.86166,104.195397
northeastern university,United States,42.339904,-71.0898892
Tianjin University of Technology,China,39.086807,117.152014
Oregon State University,United States,44.5618097,-123.2822671
Daegu Gyeongbuk Institute of Science and Technology,South Korea,35.7046875,128.4570625
Ecole Centrale de Lyon,France,45.7825983,4.766499899999999
"Department of Computer Science, University of Rochester",United States,43.12613410000001,-77.629998
"University of Massachusetts, Amherst",United States,42.3873167,-72.53142179999999
SmartMore,NA,,
Kazan Federal University,Russia,55.7906985,49.1216444
Technische Universität Graz,Austria,47.0694191,15.4503768
Universityof Birmingham,United Kingdom,52.4508168,-1.9305135
"Department of Precision Instrument, Tsinghua University, Tsinghua University",China,39.9996674,116.3264439
Zuse Institute Berlin,Germany,52.4561009,13.2981777
"CS Department, TU Darmstadt, Technische Universität Darmstadt",Germany,49.8774151,8.6546102
Instituto Superior Técnico,Portugal,38.7368192,-9.138705
Sony Corporation of America,Japan,36.204824,138.252924
Texas A&M University - College Station,United States,30.6066091,-96.3568404
Toyota Motor Europe,Belgium,50.503887,4.469936
University of Central Florida,United States,28.6024274,-81.2000599
"Department of computer science and informational engineering, National Taiwan University",Taiwan,25.0173405,121.5397518
Fred Hutchinson Cancer Research Center,United States,47.62754340000001,-122.331226
"ITU of Punjab Lahore, Pakistan",Pakistan,31.5203696,74.35874729999999
SISSA,Italy,44.9628369,10.258247
J.P. Morgan AI Research,USA,37.09024,-95.712891
Masaryk University,Czechia,49.19862990000001,16.605384
University of the Witwatersrand,South Africa,-26.1928628,28.0304471
North Carolina Central University,United States,35.97298200000001,-78.8962889
Linear accelerator Laboratory,Sweden,60.12816100000001,18.643501
Foshan University,China,23.02469,113.097275
Ecole Polytechique,France,48.7142971,2.2112917
Northwestern Polytechnical University,China,34.2459632,108.9138675
Inf Tech,NA,,
"Institute of Software, CAS",China,35.86166,104.195397
Max-Planck Institute,Germany,51.165691,10.451526
Montreal Institute for Learning Algorithm,Canada,45.5018869,-73.56739189999999
Columbia University,United States,40.8075355,-73.9625727
Università della Svizzera Italiana,Switzerland,46.0107081,8.9581559
"Leihuo Game, NetEase",China,35.86166,104.195397
Universidade Federal do Ceará,Brazil,-3.7466621,-38.5737448
James Cook University,Australia,-19.3258585,146.7566603
Nexusflow.ai Inc,NA,,
ESSEC Asia-Pacific,France,46.227638,2.213749
"Department of Automation, Tsinghua University, Tsinghua University",China,39.9996674,116.3264439
Sorbonne Université - Faculté des Sciences (Paris VI),France,48.8471036,2.357499
SalesForce AI,USA,37.09024,-95.712891
University of Dundee,Scotland,56.462018,-2.970721
Seoul City University,NA,37.56521290000001,126.9773517
Technical University Munich,Germany,48.1487646,11.5681764
Argonne National Laboratory,United States,41.7182827,-87.97886969999999
Cubist,France,46.227638,2.213749
"IBM, International Business Machines",USA,37.09024,-95.712891
"Department of Computer and Information Science, School of Engineering and Applied Science",USA,37.09024,-95.712891
CHUV - University Hospital Lausanne,Switzerland,46.5249174,6.6424293
Guangming Laboratory,China,22.7489399,113.93588
Université Paris-Dauphine (Paris IX),France,48.8701419,2.2736197
Riiid,South Korea,35.907757,127.766922
Tsinghua Univeristy,China,39.9996674,116.3264439
École de technologie supérieure,Canada,45.4948236,-73.5623366
University of Luxembourg,Luxembourg,49.504184,5.949342499999999
Academic medical center at State University of New York at Stony Brook,United States,40.90413849999999,-73.1237618
Apple/AIML,NA,,
DeepWisdom,NA,,
China Academy of Aerospace and Innovation,China,35.86166,104.195397
"Paul G Allen School of Computer Science & Engineering, University of Washington",United States,47.65464069999999,-122.3074579
Universidad de Chile,Chile,-35.675147,-71.542969
"University of California, Irvine",United States,33.6423814,-117.8416747
"NYU, New York University",United States,40.72951339999999,-73.9964609
Intel corporation,USA,37.09024,-95.712891
"University Of Geneva, Switzerland",Switzerland,46.199444,6.1451157
Seeing Machines,Australia,-35.3268979,149.1568527
"Department of Physiology, ünivelsitat Bern",Switzerland,46.9479739,7.4474468
IMT Atlantique,France,47.28247409999999,-1.5200157
EHESS,France,48.850174,2.3268487
Queensland University of Technology,Australia,-27.4773131,153.0270449
IISc Bangalore,India,13.0143902,77.56588219999999
Jinan University,China,23.128057,113.347721
DataCanvas,NA,,
"University of Amsterdam, the Netherlands",Netherlands,52.3675734,4.9041389
Lanzhou University,China,36.0477699,103.8585624
Wellcome Sanger - CCAIM,United Kingdom,52.0785372,0.1863279
Apple (MLR),NA,,
IRT SystemX,France,48.7126483,2.1934657
Guangdong Laboratory of Artificial Intelligence and Digital Economy (SZ),China,22.5428599,114.05956
"The University of Tokyo, Tokyo University",Japan,35.7138151,139.7627372
Qiyuan laboratory,NA,,
Fujitsu Research of Europe,Japan,36.204824,138.252924
University of Fribourg,Switzerland,46.806357,7.152006
Katholische Universität Eichstätt-Ingolstadt,Germany,48.8888993,11.1897339
Google AI,USA,37.09024,-95.712891
Higher Institute for Applied Sciences and Technology,Syria,33.5541746,36.3143514
Technische Universität München,Germany,48.1487646,11.5681764
University of Arizona,USA,32.2318981,-110.9535407
"ISIR, Osaka University, Japan",Japan,34.8247638,135.5235899
polixir,NA,,
Fraunhofer Institute for Integrated Circuits IIS,Germany,49.5474401,11.0199147
INSAIT,France,46.227638,2.213749
LPSM,France,46.227638,2.213749
Roche / Genentech,Switzerland,46.818188,8.227511999999999
"School of Software, Tsinghua University",China,39.9996674,116.3264439
"Southern Methodist University, Southern Methodist University",United States,32.8412178,-96.78451749999999
ByteDance Technology,China,35.86166,104.195397
Qualcomm AI Research,USA,37.09024,-95.712891
University of Szeged,Hungary,46.2499492,20.1464101
Gientech AIL,NA,,
Sensetime X-Lab,China,35.86166,104.195397
Academia Sinica,Taiwan,25.0422388,121.6161527
Aalborg University,Denmark,57.0139858,9.9845553
Inftech,NA,,
"University of Arkansas, Fayetteville",USA,36.0686895,-94.1748471
AI Safety Institute,NA,,
USTC,China,39.5822898,116.7208115
"SIAT, Chinese Academy of Sciences",China,39.9106327,116.3356321
Shanghai AI Lab,China,31.230416,121.473701
"Bosch Research North America, Bosch Center for Artificial Intelligence (BCAI)",USA,37.09024,-95.712891
Safran,France,,
SenseTime,China,35.86166,104.195397
OvGU Magdeburg,Germany,52.1401009,11.6447011
", State University of New York, Stony Brook",United States,40.90413849999999,-73.1237618
Contextual AI,NA,,
", University Politehnica of Bucharest",Romania,44.4386064,26.0494925
"Graduate School at Shenzhen, Tsinghua University",China,22.5428599,114.05956
"Graduate School at Shenzhen, Tsinghua Univ. (China)",China,22.5428599,114.05956
National Technological University,Argentina,-38.416097,-63.61667199999999
Inception Institute of Artificial Intelligence,Iran,32.427908,53.688046
Amazon Development Center Germany,Germany,52.5137899,13.404072
", University of Utah",United States,40.7649368,-111.8421021
Uppsala University,Sweden,59.8575453,17.6294865
IRT Saint exupéry,France,43.5634244,1.4885417
University of Surrey,United Kingdom,55.378051,-3.435973
ASAPP Inc.,USA,40.7127445,-74.0129694
Brandeis University,USA,42.365357,-71.2586437
University of Durham,United Kingdom,54.7649859,-1.5782029
Research Institute of Tsinghua University in Shenzhen,China,22.5428599,114.05956
Tencent ARC Lab,China,35.86166,104.195397
US Department of Defense,United States,37.09024,-95.712891
"National Institute of Technology Rourkela, Dhirubhai Ambani Institute Of Information and Communication Technology",India,22.2512261,84.90628989999999
The University of Texas at Arlington,United States,32.735687,-97.10806559999999
"Weizmann Institute of Science, Israel",Israel,31.90375409999999,34.8080315
Autodesk,USA,,
University of Iowa,United States,30.2368292,-93.01363990000002
Pengcheng Loboratory,China,22.5735938,113.9445153
Shenzhen DJI Sciences and Technologies Ltd.,China,22.5428599,114.05956
University of Leeds,United Kingdom,53.8066815,-1.5550328
Intuit AI Research,USA,37.09024,-95.712891
IT University,Denmark,56.26392,9.501785
Gran Sasso Science Institute (GSSI),Italy,42.3445982,13.396481
"McGill University, Mila",Canada,56.130366,-106.346771
"University of Amsterdam, University of Amsterdam",Netherlands,52.35581819999999,4.955726299999999
University of Pittsburgh,United States,40.44402789999999,-79.9605375
"Indiana University, Bloomington",United States,39.1682449,-86.52300729999999
Reichman University,Israel,32.1758874,34.8377729
"University of Maryland Institute for Advanced Computer Studies, University of Maryland, College Park",United States,38.9869183,-76.9425543
Mistral AI,NA,,
Aignostics GmbH,Austria,47.516231,14.550072
Tencent Youtu Lab,China,35.86166,104.195397
University of Southern California,United States,34.0223519,-118.285117
Universidad del País Vasco,Spain,43.3308985,-2.9680574
UFRGS,Brazil,-30.0339726,-51.2190483
Quantagonia,NA,50.1110574,8.6553276
Queen's University,Canada,44.2252795,-76.49514119999999
Texas A&M,United States,30.6066091,-96.3568404
ChungAng University,South Korea,35.907757,127.766922
Meta Platform Inc.,USA,37.09024,-95.712891
"Indian Institute of Technology (BHU), Varanasi",India,25.2623125,82.9893125
"London School of Economics and Political Science, University of London",United Kingdom,51.5144388,-0.1164513
Microsoft Research Aisa,India,20.593684,78.96288
University of Delaware,United States,39.6779504,-75.7506114
MIT,United States,42.360091,-71.09416
Xiaomi,China,35.86166,104.195397
INSEAD,France,48.4051126,2.6856538
"Department of Computer Science, The University of Hong Kong",Hong Kong,22.2830891,114.1365621
CASIC,China,,
Ecole Normale Supérieure de Lyon,France,45.7332787,4.8334497
Univerity of Toronto,Canada,43.6622499,-79.4017999
"Chinese University of Hong Kong, Shenzhen",China,22.419625,114.2067606
"Xidian University, Tsinghua University",China,35.86166,104.195397
"Cerebras Systems, Inc",USA,37.09024,-95.712891
Nanjing University of Posts and Telecommunications,China,32.0819945,118.7662779
Meta Fundamental AI Research,USA,37.09024,-95.712891
Yanolja,South Korea,37.5069385,127.0662256
Princeton University,United States,40.3430942,-74.65507389999999
Evonik Operations GmbH,Germany,51.6355928,12.295544
Universitat Pompeu Fabra,Spain,41.37896689999999,2.1797944
"Zhejiang University-University of Illinois Urbana-Champaign Institute, Zhejiang University",China,40.1105875,-88.2072697
National University of Singapore,Singapore,1.2966426,103.7763939
CARD / NIH,United States,37.09024,-95.712891
"Huazhong University of Science and Technology, China",China,30.5130043,114.4202756
Riskfuel Analytics,NA,,
Anthropic,USA,37.09024,-95.712891
"Computer Science and Technology, Tsinghua University, Tsinghua University",China,39.9996674,116.3264439
University of Freiburg & Bosch,Germany,47.9935441,7.845949599999999
ChongQing University,China,29.56488,106.468097
State University of New York at Albany,United States,42.6850273,-73.8247903
Quinten Health,NA,,
Universität Vienna,Austria,48.20806959999999,16.3713095
Balyasny Asset Management,Russia,61.52401,105.318756
University of Zurich,Switzerland,47.3745896,8.5486629
"Centre for Frontier AI Research, A*STAR",Singapore,1.352083,103.819836
VitaDX,NA,48.8305934,2.3028741
"Microsoft Research, India",India,12.9660882,77.5963316
National Institutes of Health,United States,37.09024,-95.712891
Hypervision Surgical,NA,,
The International Digital Economy Academy,China,35.86166,104.195397
The University of Chicago,United States,41.7904484,-87.6003953
Vrije Universiteit Brussel,Belgium,50.8222329,4.3969074
Leiden University,Netherlands,52.156569,4.4866564
DZNE,Germany,51.5466197,9.942659299999999
"Computer Science Department, Purdue University",United States,40.4277295,-86.91699160000002
allen institute,USA,37.09024,-95.712891
Conjecture,NA,,
Goethe University Frankfurt,Germany,50.1270675,8.6677635
"IIT Kanpur, Indian Institute of Technology, Kanpur",India,26.5123388,80.2329
Two Sigma,United States,37.09024,-95.712891
National Cancer Center,Japan,35.665498,139.7680357
"Department of Computer Science, University of Oxford",United Kingdom,51.7598318,-1.2586184
University of Trieste,Italy,45.6595455,13.7947478
Tusimple,China,35.86166,104.195397
Peking Union Medical Collage,China,39.911431,116.41481
Soochow University,China,31.303257,120.651928
Texas A&M University Main Campus,United States,31.9685988,-99.9018131
Denso IT Laboratory,Japan,36.204824,138.252924
Citadel Securities,United States,37.09024,-95.712891
Communication University of China,China,39.912793,116.556581
Waabi,NA,,
Universita della Svizzera Italiana,Switzerland,46.0107081,8.9581559
"Institute of Computing Technoloy, Chinese Academy of Sciences",China,35.86166,104.195397
Google Brain Robotics,USA,37.09024,-95.712891
Delhi Technological University (Delhi College of Engineering),India,28.7499533,77.11751939999999
"Oslo Metropolitan University, Oslo, Norway",Norway,59.9203616,10.7378002
SERI,Norway,60.47202399999999,8.468945999999999
Eindhoven University of Technology,Netherlands,51.4479751,5.4858765
"Zhejiang Lab, China",China,30.2655499,120.1536
The Hong Kong University of Science and Technology (Guang Zhou),China,23.1290799,113.26436
Hong Kong University of Science and Technology (Guangzhou),China,23.1290799,113.26436
Helmholtz Center Munich,Germany,48.1351253,11.5819806
INSA Rouen Normandy,France,49.4607724,1.0700183
University of California-Davis,United States,38.5382322,-121.7617125
Microsoft Research New England,USA,42.3614256,-71.0812092
University of Victoria,Canada,48.4631345,-123.3121763
United Imaging Intelligence,NA,,
Meta,USA,,
FAIR (Meta),USA,,
Intellifusion,USA,40.4618408,-74.2875284
RIKEN Center for AI Project,Japan,36.204824,138.252924
Coordination Center of China,China,35.86166,104.195397
Friedrich-Schiller Universität Jena,Germany,50.92943289999999,11.5896642
Alibaba Group and Ant Financial Services Group,China,35.86166,104.195397
Prescient Design/Genentech,USA,40.7403694,-73.9902078
ByteDance AILab,China,35.86166,104.195397
Guide Labs,USA,37.09024,-95.712891
Intelligent Game and Decision Lab,NA,,
University of Amsterdam,Netherlands,52.35581819999999,4.955726299999999
Tencent GY Lab,China,35.86166,104.195397
Morgan Stanley,United States,37.09024,-95.712891
Tencent Jarvis Lab,China,35.86166,104.195397
DeepSeek AI,China,35.86166,104.195397
"University of Electronic Science and Technology of China,",China,30.6624863,104.1021662
Scaled Cognition,USA,37.09024,-95.712891
"Sorbonne Université, CNRS, ISIR",France,48.8468998,2.3554958
"IIE, CAS",China,35.86166,104.195397
Tokyo University of Science,Japan,35.699827,139.7414458
Heinrich Heine University Düsseldorf,Germany,51.19134039999999,6.7940893
University of Tuebingen,Germany,48.5252713,9.060423499999999
University of Newcastle,Australia,-32.8927718,151.7041775
Olin College of Engineering,United States,42.2930114,-71.26378199999999
Institute of Science and Technology Austria(ISTA),Austria,48.3095598,16.2595038
Hebei University of Techonology,China,38.0359899,114.46979
"Nanyang Technological University, Singapore",Singapore,1.3483099,103.6831347
Deepmind,United Kingdom,55.378051,-3.435973
Samsung,South Korea,35.907757,127.766922
"Jilin University, China",China,43.82572,125.2850161
Ant Group,China,35.86166,104.195397
Texas A&M University,United States,30.6066091,-96.3568404
Institut National des Sciences Appliquées de Rouen,France,49.38458259999999,1.0690977
Università degli Studi di Verona,Italy,45.4365011,11.0032198
CUHKSZ,China,22.687845,114.209931
University of Richmond,United States,37.5758243,-77.5397192
Max-Planck Institute for Informatics,Germany,49.257775,7.04602
University of Antwerp,Belgium,51.2228074,4.410239
Polytechnique Montreal,Canada,45.5047939,-73.6131831
"Computer Vision Center, Universitat Autònoma de Barcelona",Spain,41.5021421,2.1038536
University of Canterbury,New Zealand,-40.900557,174.885971
Pinterest Inc.,United States,37.09024,-95.712891
"Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Chinese Academy of Sciences",China,39.9106327,116.3356321
Yale University,United States,41.3163244,-72.92234309999999
Google Deepmind,United Kingdom,55.378051,-3.435973
LG AI Research,South Korea,35.907757,127.766922
Universitat Autónoma de Barcelona,Spain,41.5021421,2.1038536
Dynamo AI,USA,37.09024,-95.712891
John Hopkins University,United States,39.3299013,-76.6205177
nyonic,Germany,51.165691,10.451526
Riiid AI Research,South Korea,35.907757,127.766922
"Institute for Interdisciplinary Information Sciences, Tsinghua University, Tsinghua University",China,39.9996674,116.3264439
"FAIR, Meta AI",USA,37.09024,-95.712891
"Institute of Computing Technology, University of Chinese Academy of Sciences",China,40.408141,116.682386
"Oxofrd, University of Oxford",United Kingdom,51.75704289999999,-1.2545179
University of Luxemburg,Luxembourg,49.504184,5.949342499999999
Koc University,Turkey,41.20543,29.0724115
XiaomiCamera,China,35.86166,104.195397
Institut National des Sciences Appliquées de Lyon,France,45.7833784,4.8781986
"Guangdong OPPO Mobile Telecommunications Corp., Ltd.",China,23.1317099,113.26627
Guangdong University of Technology,China,23.1317099,113.26627
Simons Foundation,USA,37.09024,-95.712891
INSAIT Sofia,Bulgaria,42.6703488,23.3717729
lenovo,China,35.86166,104.195397
Chinese University of Hong Kong,China,22.3193039,114.1693611
Ecole Normale Supérieure de Paris,France,48.8418769,2.3451397
Stockholm University,Sweden,59.3652343,18.0550487
"The University of Tokyo, Tokyo Institute of Technology",Japan,35.7138151,139.7627372
George Washington University,United States,38.8991756,-77.0470916
Moscow Engineering Physics Institute,Russia,55.6502051,37.6643098
ESSEC Business School,France,49.0333771,2.078274
ENSTA Paris,France,48.7107339,2.2180501
BioMap,China,35.86166,104.195397
Université de Rouen,France,49.4584181,1.0674362
SalesForce,USA,,
Beijing Institute of Basic Medical Sciences,China,39.904211,116.407395
Northwest Polytechnical University Xi'an,China,34.2459632,108.9138675
Qatar Computing Research Institute,Qatar,25.3215914,51.42577379999999
OMRON SINIC X,Japan,35.7092149,139.7605097
"University of Wisconsin, Madison",United States,43.076592,-89.4124875
Terminus Group,China,35.86166,104.195397
", University of California, Los Angeles",United States,34.0699182,-118.4438495
Ecole Nationale Supérieure de l'Electronique et de ses Applications,France,49.0392814,2.0722879
University of Siena,Italy,43.3184741,11.3305812
Carleton University,Canada,45.3871529,-75.6959036
Cohere,USA,42.3667029,-71.0593355
"University of California, Santa Cruz",United States,36.9905322,-122.0584354
Vidyasirimedhi Institute of Science and Technology,Thailand,13.0020925,101.4435544
Peptone Ltd,Switzerland,46.818188,8.227511999999999
"IIIS, Tsinghua University",China,39.9996674,116.3264439
"Tsinghua University,",China,39.9996674,116.3264439
Yonsei University - Mirae Campus,South Korea,35.907757,127.766922
"Department of Computer Science, Swiss Federal Institute of Technology",Switzerland,47.37638889999999,8.547628
Brown University,United States,41.8267718,-71.4025482
"Mila, University of Montreal",Canada,45.5307147,-73.6135931
Université Paris Saclay,France,48.7098718,2.1666978
University of Oulu,Finland,65.0593177,25.4662935
"Institute of Geophysics, China Earthquake Administration",China,35.86166,104.195397
Johannes-Gutenberg Universität Mainz,Germany,49.9926403,8.241555199999999
Institute of Software Chinese Academy of Sciences,China,39.9106327,116.3356321
Google Research,USA,37.09024,-95.712891
University of Turku,Finland,60.45422669999999,22.284785
VinAI Research,Vietnam,10.7781482,106.7018568
"Indian Institute of Technology Madras, Indian Institute of Technology, Madras",India,12.9915639,80.2336857
University of Rochester,United States,43.1305531,-77.6260033
