,Institution,Country,Latitude,Longitude,Affiliation,Count,geometry
1547,MPI-SWS,Germany,49.25753659999999,7.046263700000001,MPI-SWS,19.0,POINT (7.046263700000001 49.25753659999999)
1548,"Department of computer science and information engineering, National Taiwan University",Taiwan,25.0173405,121.5397518,,1.0,POINT (121.5397518 25.0173405)
1549,Cornell University,United States,42.4534492,-76.4735027,Cornell University,197.0,POINT (-76.4735027 42.4534492)
1550,Li Auto,China,35.86166,104.195397,,1.0,POINT (104.195397 35.86166)
1551,"College of Information and Computer Science, University of Massachusetts at Amherst",United States,42.3873167,-72.53142179999999,"College of Information and Computer Science, University of Massachusetts at Amherst",3.0,POINT (-72.53142179999999 42.3873167)
1552,The Swiss AI Lab IDSIA,Switzerland,46.818188,8.227511999999999,The Swiss AI Lab IDSIA,11.0,POINT (8.227511999999999 46.818188)
1553,"Technion, Technion",Israel,32.7767783,35.0231271,"Technion, Technion",62.0,POINT (35.0231271 32.7767783)
1554,University of South Florida,United States,28.0587031,-82.41385389999999,University of South Florida,5.0,POINT (-82.41385389999999 28.0587031)
1555,FSoft AI Center,Vietnam,14.058324,108.277199,FSoft AI Center,1.0,POINT (108.277199 14.058324)
1556,Northeast Normal University,China,43.862026,125.331441,Northeast Normal University,1.0,POINT (125.331441 43.862026)
1557,The CISPA Helmholtz Center for Information Security,Germany,51.165691,10.451526,,1.0,POINT (10.451526 51.165691)
1558,The Hong Kong University of Science and Technology,China,35.86166,104.195397,The Hong Kong University of Science and Technology,89.0,POINT (104.195397 35.86166)
1559,LINE,Japan,36.204824,138.252924,LINE,1.0,POINT (138.252924 36.204824)
1560,Janelia Farm Research Campus- HHMI,United States,39.0714096,-77.4642701,,1.0,POINT (-77.4642701 39.0714096)
1561,CNIC,Pakistan,30.375321,69.34511599999999,CNIC,1.0,POINT (69.34511599999999 30.375321)
1562,"Amsterdam UMC, University of Amsterdam",Netherlands,52.35581819999999,4.955726299999999,"Amsterdam UMC, University of Amsterdam",1.0,POINT (4.955726299999999 52.35581819999999)
1563,Université Libre de Bruxelles,Belgium,50.8132068,4.3822222,Université Libre de Bruxelles,3.0,POINT (4.3822222 50.8132068)
1564,ByteDance / TikTok,China,35.86166,104.195397,ByteDance / TikTok,3.0,POINT (104.195397 35.86166)
1565,UMass Chan Medical School Neurobiology Department,United States,37.09024,-95.712891,UMass Chan Medical School Neurobiology Department,1.0,POINT (-95.712891 37.09024)
1566,"College of Computer Science and Technology, Zhejiang University",China,30.30868439999999,120.0864995,"College of Computer Science and Technology, Zhejiang University",8.0,POINT (120.0864995 30.30868439999999)
1567,G42,UAE,23.424076,53.847818,G42,1.0,POINT (53.847818 23.424076)
1568,Alipay,China,35.86166,104.195397,Alipay,2.0,POINT (104.195397 35.86166)
1569,Korea Institue of Science and Technology,South Korea,35.907757,127.766922,Korea Institue of Science and Technology,1.0,POINT (127.766922 35.907757)
1570,JP Morgan & Chase Bank,United States,37.09024,-95.712891,JP Morgan & Chase Bank,5.0,POINT (-95.712891 37.09024)
1571,Champalimaud Foundation,Portugal,38.6935321,-9.2214321,Champalimaud Foundation,2.0,POINT (-9.2214321 38.6935321)
1572,Qingdao University of Science and Technology,China,36.0662299,120.38299,Qingdao University of Science and Technology,1.0,POINT (120.38299 36.0662299)
1573,Food and Drug Administration,United States,37.09024,-95.712891,Food and Drug Administration,1.0,POINT (-95.712891 37.09024)
1574,Keio University,Japan,35.6489596,139.7431687,Keio University,4.0,POINT (139.7431687 35.6489596)
1575,Hacettepe University,Turkey,38.963745,35.243322,Hacettepe University,2.0,POINT (35.243322 38.963745)
1576,IBM Consulting,USA,37.09024,-95.712891,IBM Consulting,1.0,POINT (-95.712891 37.09024)
1577,Newcastle University,United Kingdom,54.9791871,-1.6146608,Newcastle University,2.0,POINT (-1.6146608 54.9791871)
1578,", Johannes Kepler Universität Linz",Austria,48.3372867,14.3164432,", Johannes Kepler Universität Linz",2.0,POINT (14.3164432 48.3372867)
1579,"Computer Science Department, Carnegie Mellon University",United States,40.4432027,-79.9428499,"Computer Science Department, Carnegie Mellon University",4.0,POINT (-79.9428499 40.4432027)
1580,University of Technology Nuremberg,Germany,49.429996,11.0750214,University of Technology Nuremberg,2.0,POINT (11.0750214 49.429996)
1581,KIST,South Korea,37.6010743,127.045341,KIST,1.0,POINT (127.045341 37.6010743)
1582,"Department of Mechanical and Industrial Engineering, University of Toronto, Toronto University",Canada,43.6599435,-79.3941258,"Department of Mechanical and Industrial Engineering, University of Toronto, Toronto University",1.0,POINT (-79.3941258 43.6599435)
1583,University Göttingen,Germany,51.54149460000001,9.9375952,University Göttingen,2.0,POINT (9.9375952 51.54149460000001)
1584,Waymo LLC,USA,37.09024,-95.712891,Waymo LLC,2.0,POINT (-95.712891 37.09024)
1585,Indiana University - Bloomington,United States,39.1682449,-86.52300729999999,Indiana University - Bloomington,1.0,POINT (-86.52300729999999 39.1682449)
1586,IBM Thomas J. Watson Research Center,USA,41.2097516,-73.8026467,IBM Thomas J. Watson Research Center,9.0,POINT (-73.8026467 41.2097516)
1587,OrCam technologies LTD,Israel,31.046051,34.851612,OrCam technologies LTD,1.0,POINT (34.851612 31.046051)
1588,"Harvard Medical School, Harvard University",United States,42.3356451,-71.104215,"Harvard Medical School, Harvard University",3.0,POINT (-71.104215 42.3356451)
1589,Aurizn Solutions,Australia,-25.274398,133.775136,Aurizn Solutions,1.0,POINT (133.775136 -25.274398)
1590,EMPA Swiss Federal Laboratories for Materials Science and Technology,Switzerland,47.4028411,8.6124601,EMPA Swiss Federal Laboratories for Materials Science and Technology,1.0,POINT (8.6124601 47.4028411)
1591,KeyByte LLC,USA,40.4234183,-86.9270579,KeyByte LLC,1.0,POINT (-86.9270579 40.4234183)
1592,TigerGraph,China,35.86166,104.195397,TigerGraph,1.0,POINT (104.195397 35.86166)
1593,MPI for Intelligent Systems,Germany,48.7468939,9.0805141,MPI for Intelligent Systems,2.0,POINT (9.0805141 48.7468939)
1594,Qilu University of Technology (Shandong Academy of Sciences),China,36.644145,117.044936,Qilu University of Technology (Shandong Academy of Sciences),2.0,POINT (117.044936 36.644145)
1595,"University of Freiburg, Albert-Ludwigs-Universität Freiburg",Germany,47.9935441,7.845949599999999,"University of Freiburg, Albert-Ludwigs-Universität Freiburg",9.0,POINT (7.845949599999999 47.9935441)
1596,Georgia State University,United States,33.753068,-84.38528190000001,Georgia State University,2.0,POINT (-84.38528190000001 33.753068)
1597,University of Manitoba,Canada,53.7608608,-98.8138763,University of Manitoba,4.0,POINT (-98.8138763 53.7608608)
1598,Beijing Technology and Business University,China,39.720361,116.170043,Beijing Technology and Business University,18.0,POINT (116.170043 39.720361)
1599,"New York University, Abu Dhabi",United Arab Emirates,24.5238948,54.4345558,"New York University, Abu Dhabi",1.0,POINT (54.4345558 24.5238948)
1600,Microsft Research Asia,China,35.86166,104.195397,Microsft Research Asia,5.0,POINT (104.195397 35.86166)
1601,"Inria, Mila",France,48.8370198,2.1031187,,1.0,POINT (2.1031187 48.8370198)
1602,Tongji University,China,31.2627211,121.4598975,Tongji University,52.0,POINT (121.4598975 31.2627211)
1603,The University of Queensland,Australia,-27.4976696,153.0128661,The University of Queensland,5.0,POINT (153.0128661 -27.4976696)
1604,HSLU - Lucerne University of Applied Sciences and Arts,Switzerland,47.0468054,8.3149328,HSLU - Lucerne University of Applied Sciences and Arts,1.0,POINT (8.3149328 47.0468054)
1605,Facebook AI,USA,37.09024,-95.712891,Facebook AI,3.0,POINT (-95.712891 37.09024)
1606,"Huawei Canada, Huawei Noah's Ark Lab",Canada,45.5304019,-73.6212211,"Huawei Canada, Huawei Noah's Ark Lab",1.0,POINT (-73.6212211 45.5304019)
1607,Hugging Face,France,46.227638,2.213749,Hugging Face,6.0,POINT (2.213749 46.227638)
1608,University of New South Wales,Australia,-33.917347,151.2312675,University of New South Wales,18.0,POINT (151.2312675 -33.917347)
1609,"NII, Tokyo Institute of Technology",Japan,35.6060836,139.6828511,"NII, Tokyo Institute of Technology",1.0,POINT (139.6828511 35.6060836)
1610,Valeo,France,46.227638,2.213749,Valeo,6.0,POINT (2.213749 46.227638)
1611,McGill/Mila,Canada,45.50478469999999,-73.5771511,McGill/Mila,1.0,POINT (-73.5771511 45.50478469999999)
1612,Université de Nice-Sophia Antipolis,France,43.7168559,7.2679621,Université de Nice-Sophia Antipolis,1.0,POINT (7.2679621 43.7168559)
1613,Tencent TiMi Studio,China,35.86166,104.195397,Tencent TiMi Studio,1.0,POINT (104.195397 35.86166)
1614,AWS AI Labs (Amazon),USA,37.09024,-95.712891,AWS AI Labs (Amazon),1.0,POINT (-95.712891 37.09024)
1615,Lawrence Technological University,United States,42.4751235,-83.2507416,Lawrence Technological University,1.0,POINT (-83.2507416 42.4751235)
1616,Sea Ltd.,Singapore,1.352083,103.819836,Sea Ltd.,7.0,POINT (103.819836 1.352083)
1617,Warsaw University of Technology,Poland,52.2212012,21.0080857,Warsaw University of Technology,17.0,POINT (21.0080857 52.2212012)
1618,Université Paris-Saclay CNRS CentraleSupélec,France,46.227638,2.213749,Université Paris-Saclay CNRS CentraleSupélec,1.0,POINT (2.213749 46.227638)
1619,RJ Research Consulting,USA,37.09024,-95.712891,RJ Research Consulting,1.0,POINT (-95.712891 37.09024)
1620,University of Athens,Greece,37.9807412,23.7337635,University of Athens,6.0,POINT (23.7337635 37.9807412)
1621,Ariel University Center of Samaria,Israel,32.1031904,35.2077403,Ariel University Center of Samaria,3.0,POINT (35.2077403 32.1031904)
1622,"Institute of Computing Technology, Chinese Academy of Sciences, China",China,40.06102,116.17919,"Institute of Computing Technology, Chinese Academy of Sciences, China",1.0,POINT (116.17919 40.06102)
1623,University of Trento,Italy,46.0668672,11.1231091,University of Trento,14.0,POINT (11.1231091 46.0668672)
1624,Tencent Group,China,35.86166,104.195397,Tencent Group,1.0,POINT (104.195397 35.86166)
1625,HippocraticAI,USA,37.09024,-95.712891,HippocraticAI,1.0,POINT (-95.712891 37.09024)
1626,Bosch Center for Artificial Intelligence (BCAI),Germany,51.165691,10.451526,Bosch Center for Artificial Intelligence (BCAI),2.0,POINT (10.451526 51.165691)
1627,University of Florence,Italy,43.7777997,11.2593961,University of Florence,4.0,POINT (11.2593961 43.7777997)
1628,University of Oregon,United States,44.0448302,-123.0726055,University of Oregon,7.0,POINT (-123.0726055 44.0448302)
1629,ITMO University,Russia,59.95717999999999,30.3083389,ITMO University,5.0,POINT (30.3083389 59.95717999999999)
1630,"Changsha University of Science and Technology, Tsinghua University",China,28.2277799,112.93886,"Changsha University of Science and Technology, Tsinghua University",1.0,POINT (112.93886 28.2277799)
1631,IRT Saint-Exupery,France,43.5634244,1.4885417,IRT Saint-Exupery,1.0,POINT (1.4885417 43.5634244)
1632,Aarhus University,Denmark,56.1659924,10.2000645,Aarhus University,14.0,POINT (10.2000645 56.1659924)
1633,Columbia,USA,34.0008322,-81.035147,Columbia,2.0,POINT (-81.035147 34.0008322)
1634,", University of Texas at Austin",United States,30.2894713,-97.7367917,", University of Texas at Austin",9.0,POINT (-97.7367917 30.2894713)
1635,"Zhejiang University, Tsinghua University",China,30.2655499,120.1536,"Zhejiang University, Tsinghua University",3.0,POINT (120.1536 30.2655499)
1636,"University of Nevada, Reno",United States,39.5437205,-119.8141582,"University of Nevada, Reno",1.0,POINT (-119.8141582 39.5437205)
1637,University of Groningen,Netherlands,53.2193266,6.562830099999999,University of Groningen,4.0,POINT (6.562830099999999 53.2193266)
1638,Boston College,United States,42.3355488,-71.16849450000001,Boston College,4.0,POINT (-71.16849450000001 42.3355488)
1639,"Donald Bren School of Information and Computer Sciences, University of California, Irvine",United States,33.64316,-117.841988,"Donald Bren School of Information and Computer Sciences, University of California, Irvine",8.0,POINT (-117.841988 33.64316)
1640,Simon Fraser University,Canada,49.27908859999999,-122.9201795,Simon Fraser University,48.0,POINT (-122.9201795 49.27908859999999)
1641,"Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Chinese Academy of Sciences",China,22.5428599,114.05956,"Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Chinese Academy of Sciences",8.0,POINT (114.05956 22.5428599)
1642,Prescient Design,USA,40.7403694,-73.9902078,Prescient Design,3.0,POINT (-73.9902078 40.7403694)
1643,ShanghaiTech University,China,31.1763741,121.5924518,ShanghaiTech University,68.0,POINT (121.5924518 31.1763741)
1644,"Google Research, Brain Team",USA,37.09024,-95.712891,"Google Research, Brain Team",4.0,POINT (-95.712891 37.09024)
1645,MedARC,USA,37.09024,-95.712891,MedARC,3.0,POINT (-95.712891 37.09024)
1646,InstaDeep,South Africa,-30.559482,22.937506,InstaDeep,28.0,POINT (22.937506 -30.559482)
1647,Harbin Institute of Technology Shenzhen,China,22.586345,113.9683681,Harbin Institute of Technology Shenzhen,1.0,POINT (113.9683681 22.586345)
1648,The University of Utah,United States,40.7649368,-111.8421021,The University of Utah,1.0,POINT (-111.8421021 40.7649368)
1649,"KDDI Research, Inc.",Japan,35.879449,139.518276,"KDDI Research, Inc.",1.0,POINT (139.518276 35.879449)
1650,LGE,Norway,60.47202399999999,8.468945999999999,LGE,1.0,POINT (8.468945999999999 60.47202399999999)
1651,"The Chinese University of Hong Kong, shenzhen",China,22.687845,114.209931,"The Chinese University of Hong Kong, shenzhen",1.0,POINT (114.209931 22.687845)
1652,Universität Potsdam,Germany,52.4074312,13.0993911,Universität Potsdam,5.0,POINT (13.0993911 52.4074312)
1653,Singapore Management University,Singapore,1.2962727,103.8501578,Singapore Management University,43.0,POINT (103.8501578 1.2962727)
1654,Bytedance,China,35.86166,104.195397,Bytedance,36.0,POINT (104.195397 35.86166)
1655,Rutgers University - Newark,United States,40.7406438,-74.173126,Rutgers University - Newark,1.0,POINT (-74.173126 40.7406438)
1656,"Sea AI Lab, Sea, Singapore",Singapore,1.352083,103.819836,"Sea AI Lab, Sea, Singapore",1.0,POINT (103.819836 1.352083)
1657,Texas A&M University - Commerce,United States,33.2406645,-95.9104149,Texas A&M University - Commerce,2.0,POINT (-95.9104149 33.2406645)
1658,Verily,USA,37.09024,-95.712891,Verily,4.0,POINT (-95.712891 37.09024)
1659,Tianjin University,China,39.108067,117.176196,Tianjin University,77.0,POINT (117.176196 39.108067)
1660,"BioMap, Inc.",China,35.86166,104.195397,"BioMap, Inc.",1.0,POINT (104.195397 35.86166)
1661,Helmholtz-Zentrum Dresden-Rossendorf,Germany,51.0609061,13.9492724,Helmholtz-Zentrum Dresden-Rossendorf,3.0,POINT (13.9492724 51.0609061)
1662,Covariant,USA,37.09024,-95.712891,Covariant,22.0,POINT (-95.712891 37.09024)
1663,SenseTime Group Limited,China,35.86166,104.195397,SenseTime Group Limited,3.0,POINT (104.195397 35.86166)
1664,"Qualcomm Inc, QualComm",USA,37.09024,-95.712891,"Qualcomm Inc, QualComm",27.0,POINT (-95.712891 37.09024)
1665,Mila - Quebec AI Institute,Canada,45.5307147,-73.6135931,Mila - Quebec AI Institute,9.0,POINT (-73.6135931 45.5307147)
1666,", University of California, Santa Barbara",United States,34.4153601,-119.8514162,", University of California, Santa Barbara",3.0,POINT (-119.8514162 34.4153601)
1667,Korea Telecom Research,South Korea,35.907757,127.766922,Korea Telecom Research,3.0,POINT (127.766922 35.907757)
1668,Karlsruhe Institute of Technology,Germany,49.0134017,8.415165,Karlsruhe Institute of Technology,21.0,POINT (8.415165 49.0134017)
1669,IBM Research - Zurich,Switzerland,47.3097734,8.5446575,IBM Research - Zurich,1.0,POINT (8.5446575 47.3097734)
1670,Tumult Labs,USA,37.09024,-95.712891,Tumult Labs,1.0,POINT (-95.712891 37.09024)
1671,Baylor College of Medicine,United States,29.7105286,-95.3962414,Baylor College of Medicine,13.0,POINT (-95.3962414 29.7105286)
1672,Institute of Automation，Chinese Academy of Sciences,China,39.980196,116.333305,Institute of Automation，Chinese Academy of Sciences,1.0,POINT (116.333305 39.980196)
1673,"Shenzhen International Graduate School, Tsinghua University",China,22.5428599,114.05956,"Shenzhen International Graduate School, Tsinghua University",9.0,POINT (114.05956 22.5428599)
1674,"Department of Computer Science, Yale University",United States,41.3131107,-72.9249713,"Department of Computer Science, Yale University",2.0,POINT (-72.9249713 41.3131107)
1675,University of Texas Rio Grande Valley,United States,26.3081983,-98.1740158,University of Texas Rio Grande Valley,1.0,POINT (-98.1740158 26.3081983)
1676,"Indian Institute of Technology, Roorkee",India,29.8640762,77.8953614,"Indian Institute of Technology, Roorkee",5.0,POINT (77.8953614 29.8640762)
1677,Max Planck Institute of Biochemistry,Germany,48.10503,11.4595788,,1.0,POINT (11.4595788 48.10503)
1678,Baidu,China,35.86166,104.195397,Baidu,57.0,POINT (104.195397 35.86166)
1679,Zaheer,India,20.593684,78.96288,Zaheer,7.0,POINT (78.96288 20.593684)
1680,Information Technology University,Pakistan,31.4756215,74.3419804,Information Technology University,1.0,POINT (74.3419804 31.4756215)
1681,Cornell Tech,USA,40.7556304,-73.95623010000001,Cornell Tech,2.0,POINT (-73.95623010000001 40.7556304)
1682,SI-Analytics,Germany,51.165691,10.451526,SI-Analytics,1.0,POINT (10.451526 51.165691)
1683,Lunit Inc.,South Korea,35.907757,127.766922,Lunit Inc.,2.0,POINT (127.766922 35.907757)
1684,Yahoo,USA,37.09024,-95.712891,Yahoo,6.0,POINT (-95.712891 37.09024)
1685,Cisco,USA,37.09024,-95.712891,Cisco,8.0,POINT (-95.712891 37.09024)
1686,Swiss Federal Institute of Technology Zurich,Switzerland,47.37638889999999,8.547628,Swiss Federal Institute of Technology Zurich,3.0,POINT (8.547628 47.37638889999999)
1687,Lingnan University,Hong Kong,22.4109705,113.9830974,Lingnan University,2.0,POINT (113.9830974 22.4109705)
1688,IRISA,France,48.1163382,-1.6397623,IRISA,3.0,POINT (-1.6397623 48.1163382)
1689,York University,Canada,56.130366,-106.346771,York University,5.0,POINT (-106.346771 56.130366)
1690,EPFL - EPF Lausanne,Switzerland,46.5190557,6.5667576,EPFL - EPF Lausanne,180.0,POINT (6.5667576 46.5190557)
1691,McGill University,Canada,45.50478469999999,-73.5771511,McGill University,111.0,POINT (-73.5771511 45.50478469999999)
1692,"Department of Computer Science, State University of New York, Stony Brook",United States,40.90413849999999,-73.1237618,"Department of Computer Science, State University of New York, Stony Brook",1.0,POINT (-73.1237618 40.90413849999999)
1693,Washington State University,United States,46.7295265,-117.1803059,Washington State University,5.0,POINT (-117.1803059 46.7295265)
1694,Gwangju Institute of Science and Technology,South Korea,35.2281817,126.8420227,Gwangju Institute of Science and Technology,14.0,POINT (126.8420227 35.2281817)
1695,Nokia Bell Labs,Belgium,50.503887,4.469936,Nokia Bell Labs,4.0,POINT (4.469936 50.503887)
1696,Moscow Institute of Physics and Technology,Russia,55.9297243,37.5199434,Moscow Institute of Physics and Technology,25.0,POINT (37.5199434 55.9297243)
1697,INSERM,France,46.227638,2.213749,INSERM,1.0,POINT (2.213749 46.227638)
1698,Technische Hochschule Ingolstadt,Germany,48.76699350000001,11.4326023,Technische Hochschule Ingolstadt,3.0,POINT (11.4326023 48.76699350000001)
1699,Southern Methodist University,United States,32.8412178,-96.7845175,,1.0,POINT (-96.7845175 32.8412178)
1700,"School of Engineering and Applied Science, University of Pennsylvania",United States,39.95179340000001,-75.19095279999999,"School of Engineering and Applied Science, University of Pennsylvania",24.0,POINT (-75.19095279999999 39.95179340000001)
1701,Shanxi University,China,37.8097105,112.5700854,Shanxi University,12.0,POINT (112.5700854 37.8097105)
1702,"University of Edinburgh, University of Edinburgh",United Kingdom,55.9445158,-3.1892413,"University of Edinburgh, University of Edinburgh",34.0,POINT (-3.1892413 55.9445158)
1703,"University of Colorado, Boulder",United States,40.0073499,-105.2659871,"University of Colorado, Boulder",1.0,POINT (-105.2659871 40.0073499)
1704,Shanghai Qi Zhi Institute,China,31.230416,121.473701,Shanghai Qi Zhi Institute,1.0,POINT (121.473701 31.230416)
1705,Max-Planck-Institute for Intelligent Systems,Germany,48.7468939,9.0805141,Max-Planck-Institute for Intelligent Systems,1.0,POINT (9.0805141 48.7468939)
1706,Jilin University,China,43.82572,125.2850161,Jilin University,38.0,POINT (125.2850161 43.82572)
1707,University of Saskatchewan,Canada,52.1333989,-106.6313567,University of Saskatchewan,1.0,POINT (-106.6313567 52.1333989)
1708,Sun Yat-Sen University,China,23.0965384,113.298883,Sun Yat-Sen University,32.0,POINT (113.298883 23.0965384)
1709,SenseTime Group LTD,China,35.86166,104.195397,SenseTime Group LTD,2.0,POINT (104.195397 35.86166)
1710,Université Paris Dauphine - PSL,France,48.8701419,2.2736197,Université Paris Dauphine - PSL,2.0,POINT (2.2736197 48.8701419)
1711,"IBM Research, Thomas J. Watson Research Center",USA,41.2097516,-73.8026467,"IBM Research, Thomas J. Watson Research Center",3.0,POINT (-73.8026467 41.2097516)
1712,Beijing Jiaotong University,China,39.952371,116.347005,Beijing Jiaotong University,44.0,POINT (116.347005 39.952371)
1713,Cisco Research,USA,37.09024,-95.712891,Cisco Research,2.0,POINT (-95.712891 37.09024)
1714,Florida Atlantic University,United States,26.3737473,-80.10190229999999,Florida Atlantic University,1.0,POINT (-80.10190229999999 26.3737473)
1715,University of Illinois,United States,40.1019523,-88.2271615,University of Illinois,2.0,POINT (-88.2271615 40.1019523)
1716,"School of Computer Science, Carnegie Mellon University",United States,40.44416469999999,-79.9433725,"School of Computer Science, Carnegie Mellon University",93.0,POINT (-79.9433725 40.44416469999999)
1717,"Department of Computer Science, National Tsing Hua University, National Tsinghua University",Taiwan,23.69781,120.960515,"Department of Computer Science, National Tsing Hua University, National Tsinghua University",3.0,POINT (120.960515 23.69781)
1718,"Department of Computer Science and Operations Research, Université de Montréal",Canada,45.5018869,-73.56739189999999,"Department of Computer Science and Operations Research, Université de Montréal",1.0,POINT (-73.56739189999999 45.5018869)
1719,"Huawei Technologies Ltd., Munich research center",Germany,48.1351253,11.5819806,"Huawei Technologies Ltd., Munich research center",1.0,POINT (11.5819806 48.1351253)
1720,Institut Supérieur de l'Aéronautique et de l'Espace,France,43.5655361,1.474008,Institut Supérieur de l'Aéronautique et de l'Espace,1.0,POINT (1.474008 43.5655361)
1721,Descript,USA,37.7777464,-122.4226543,Descript,2.0,POINT (-122.4226543 37.7777464)
1722,Nanjing university,China,32.0568391,118.7789602,Nanjing university,10.0,POINT (118.7789602 32.0568391)
1723,"Charles University, Prague",Czechia,50.0871106,14.4234889,"Charles University, Prague",3.0,POINT (14.4234889 50.0871106)
1724,Black Sesame Technology,China,35.86166,104.195397,Black Sesame Technology,1.0,POINT (104.195397 35.86166)
1725,Ritsumeikan University,Japan,35.0331762,135.7242997,Ritsumeikan University,1.0,POINT (135.7242997 35.0331762)
1726,Nippon Medical School,Japan,35.7210943,139.7589509,Nippon Medical School,1.0,POINT (139.7589509 35.7210943)
1727,"University Hospital of Augsburg, Augsburg, Germany",Germany,48.3844443,10.8400603,"University Hospital of Augsburg, Augsburg, Germany",1.0,POINT (10.8400603 48.3844443)
1728,German Cancer Research Center,Germany,49.414414,8.672960699999999,German Cancer Research Center,5.0,POINT (8.672960699999999 49.414414)
1729,Hainan University,China,20.06199,110.32874,Hainan University,5.0,POINT (110.32874 20.06199)
1730,Huazhong University of Sceince and Technology,China,35.86166,104.195397,Huazhong University of Sceince and Technology,2.0,POINT (104.195397 35.86166)
1731,University of Munich,Germany,48.1351253,11.5819806,University of Munich,1.0,POINT (11.5819806 48.1351253)
1732,"Indian Institute of Technology Bombay,",India,19.1330605,72.9151061,"Indian Institute of Technology Bombay,",2.0,POINT (72.9151061 19.1330605)
1733,Virginia Tech,United States,37.22838429999999,-80.42341669999999,Virginia Tech,25.0,POINT (-80.42341669999999 37.22838429999999)
1734,University of St. Andrews,Scotland,56.3397753,-2.7967214,University of St. Andrews,2.0,POINT (-2.7967214 56.3397753)
1735,Florida International University,United States,25.7562465,-80.3755401,Florida International University,22.0,POINT (-80.3755401 25.7562465)
1736,Shandong Jianzhu University,China,36.679158,117.179382,Shandong Jianzhu University,2.0,POINT (117.179382 36.679158)
1737,Apple AI Research,USA,37.09024,-95.712891,Apple AI Research,2.0,POINT (-95.712891 37.09024)
1738,"Fpt software, Vietnam",Vietnam,14.058324,108.277199,,1.0,POINT (108.277199 14.058324)
1739,FPT AI Center,Vietnam,21.0269075,105.7886992,FPT AI Center,2.0,POINT (105.7886992 21.0269075)
1740,University of Montana,United States,46.8619309,-113.9845969,,1.0,POINT (-113.9845969 46.8619309)
1741,The Chinese University of Hong Kong-Shenzhen,China,22.687845,114.209931,The Chinese University of Hong Kong-Shenzhen,2.0,POINT (114.209931 22.687845)
1742,University of Siegen,Germany,50.911246,8.0254579,University of Siegen,3.0,POINT (8.0254579 50.911246)
1743,"Institute for AI Industry Research, Tsinghua University",China,39.9996674,116.3264439,"Institute for AI Industry Research, Tsinghua University",6.0,POINT (116.3264439 39.9996674)
1744,KuaiShou Technology,China,35.86166,104.195397,KuaiShou Technology,1.0,POINT (104.195397 35.86166)
1745,Paris Saclay University,France,48.7098718,2.1666978,Paris Saclay University,1.0,POINT (2.1666978 48.7098718)
1746,"Geneva School of Business Administration, HES-SO University of Applied Sciences of Western Switzerland;",Switzerland,46.2043907,6.1431577,"Geneva School of Business Administration, HES-SO University of Applied Sciences of Western Switzerland;",2.0,POINT (6.1431577 46.2043907)
1747,FAW,Norway,60.47202399999999,8.468945999999999,FAW,1.0,POINT (8.468945999999999 60.47202399999999)
1748,Shanghai Jiaotong University,China,31.0252201,121.4337784,Shanghai Jiaotong University,262.0,POINT (121.4337784 31.0252201)
1749,University of Pisa,Italy,43.7167235,10.3988593,University of Pisa,9.0,POINT (10.3988593 43.7167235)
1750,Sony,Japan,36.204824,138.252924,Sony,3.0,POINT (138.252924 36.204824)
1751,"Department of Informatics, Technische Universität München",Germany,48.1487646,11.5681764,"Department of Informatics, Technische Universität München",3.0,POINT (11.5681764 48.1487646)
1752,NetEase Corp,China,35.86166,104.195397,NetEase Corp,3.0,POINT (104.195397 35.86166)
1753,"INF Technology (Shanghai) Co., Ltd.",China,31.230416,121.473701,,1.0,POINT (121.473701 31.230416)
1754,Suzhou University,China,31.303257,120.651928,Suzhou University,6.0,POINT (120.651928 31.303257)
1755,"Software Engineering, Tsinghua University, Tsinghua University",China,39.9996674,116.3264439,"Software Engineering, Tsinghua University, Tsinghua University",1.0,POINT (116.3264439 39.9996674)
1756,University of Potsdam,Germany,52.4010314,13.0119098,University of Potsdam,1.0,POINT (13.0119098 52.4010314)
1757,", University of California, Riverside",United States,33.9737055,-117.3280644,", University of California, Riverside",2.0,POINT (-117.3280644 33.9737055)
1758,Qualcomm,United States,37.09024,-95.712891,Qualcomm,1.0,POINT (-95.712891 37.09024)
1759,Disney Research|Studios,USA,37.09024,-95.712891,Disney Research|Studios,1.0,POINT (-95.712891 37.09024)
1760,"Washington University, Saint Louis",United States,38.6487895,-90.3107962,"Washington University, Saint Louis",65.0,POINT (-90.3107962 38.6487895)
1761,POSTECH,South Korea,36.0138857,129.3231836,POSTECH,49.0,POINT (129.3231836 36.0138857)
1762,Telecom Paristech,France,48.71324629999999,2.2002358,Telecom Paristech,1.0,POINT (2.2002358 48.71324629999999)
1763,University of Texas Southwestern Medical Center,United States,32.8157524,-96.8442985,University of Texas Southwestern Medical Center,1.0,POINT (-96.8442985 32.8157524)
1764,"Computing Science, Simon Fraser University",Canada,49.2774927,-122.9141918,"Computing Science, Simon Fraser University",1.0,POINT (-122.9141918 49.2774927)
1765,"Institute of Mathematics for Industry, Kyushu University",Japan,36.204824,138.252924,"Institute of Mathematics for Industry, Kyushu University",2.0,POINT (138.252924 36.204824)
1766,Apple Inc.,United States,37.09024,-95.712891,Apple Inc.,1.0,POINT (-95.712891 37.09024)
